username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2018-03-06 12:00;1;3;"Our Red Cross volunteers and staff as supported by Jonathan Chua from @ IFRCAsiaPacific are ready to take the inquiries and feedback of the displaced families of Mayon summit explosion at Brgy. San Andres, Sto. Domingo, Albay. # MayonPh # ReliefPh # CEA # CommsIsAid @ philredcrosspic.twitter.com/RjIZbfD4aa";;@ @;# # # #;"970871832961196032";https://twitter.com/rovingroxie/status/970871832961196032
;2018-03-06 10:28;1;3;"Congratulations! @ philredcross Legazpi Albay chapter for an organized benficiary card distribution for the displaced families of Mt. Mayon eruption at Brgy. San Andres, Sto. Domingo, Albay. # MayonPh # ReliefPhpic.twitter.com/DiQ6tkTdot";;@;# #;"970848461137457152";https://twitter.com/rovingroxie/status/970848461137457152
;2018-03-06 10:22;0;1;"# MayonVolcano alert level from 4 to 3 this morning. This does not mean all displaced families can now go back home & should not be interpreted that the volcano's unrest has ceased. Families living within the 6-7 km PDZ will still remain in the ECs until deemed safe # MayonPH https://twitter.com/phivolcs_dost/status/970826862673965057 …";;;# #;"970847028396740608";https://twitter.com/MJEvalarosa/status/970847028396740608
;2018-03-05 14:29;0;2;"The 5Ws and H of the # RedCross beneficiary selection criteria is discussed w communities still in ECs a few days before the actual distribution so that the criteria is clear to everyone, not just for the families who will be receiving the relief. # CommIsAid # InfoIsAid # MayonPH https://twitter.com/rovingroxie/status/970539986327035904 …";;;# # # #;"970546703974653952";https://twitter.com/MJEvalarosa/status/970546703974653952
;2018-03-05 14:02;3;4;"ATM: @ philredcross discusses the process of beneficiary selection to the displaced families of Mt. Mayon eruption. # MayonPh # ReliefPh # CEA # InfoIsAidpic.twitter.com/jeQdy6SGr5";;@;# # # #;"970539986327035904";https://twitter.com/rovingroxie/status/970539986327035904
;2018-03-05 13:48;0;2;"Making the disaster affected population understand the fundamentals of the Red Cross is crucial in every programming. Now happening: @ philredcross Legazpi Albay chapter orients the displaced families of Mayon at Bical HS evacuation center. # CEA # InfoIsAid # CEA # MayonPh # ReliefPhpic.twitter.com/h0fLskqQBq";;@;# # # # #;"970536582842220545";https://twitter.com/rovingroxie/status/970536582842220545
;2018-03-05 11:23;4;3;"The @ philredcross staff and volunteers set up an information desk to gather feedback & concerns of the displaced families of Mayon summit explosion at Salvacion Elem School in Sto.Domingo Albay. # CEA # MayonPH # ReliefPHpic.twitter.com/7EHqLxke0i";;@;# # #;"970500061850345472";https://twitter.com/rovingroxie/status/970500061850345472
;2018-03-05 11:02;3;5;"The @ philredcross Legazpi-Albay Chapter disccusses the process of the relief distribution to the displaced families of Mayon eruption at Salvacion Elementary School Sto.Domingo Albay. # MayonPh # ReliefPhpic.twitter.com/QX4vaAlmvJ";;@;# #;"970494616788062208";https://twitter.com/rovingroxie/status/970494616788062208
;2018-03-05 10:33;3;3;"@ philredcross volunteers are prepping up to gather feedback from the beneficiaries for todays's distribution. # MayonPh # ReliefPH # CommsIsAid # CEApic.twitter.com/RQ1IlnIcFU";;@;# # # #;"970487526895976448";https://twitter.com/rovingroxie/status/970487526895976448
;2018-03-04 00:13;8;11;"# MayonVolcano steady but strong lava flow earlier this evening. It has been over than a month since the volcano's first eruptions after a three-year restive period. Alert Level 4 still remains in effect over the volcano. # MayonPH pic.twitter.com/RlIQLFI1X3";;;# #;"969968903504801794";https://twitter.com/MJEvalarosa/status/969968903504801794
